Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,No,Travel_Rarely,879,Research & Development,14,1,Life Sciences,1,1147,2,Female,60,2,5,Research Scientist,2,Divorced,13652,21540,2,Y,No,12,3,2,80,0,38,5,3,38,5,9,14
25,No,Travel_Rarely,1236,Research & Development,25,2,Life Sciences,1,1148,3,Male,77,4,4,Research Scientist,3,Married,15831,20548,1,Y,No,13,3,2,80,2,39,2,3,18,15,0,11
18,No,Travel_Frequently,269,Research & Development,15,2,Life Sciences,1,1149,1,Male,90,3,5,Human Resources,2,Married,11471,22735,9,Y,No,20,3,4,80,1,30,0,1,14,7,12,10
20,Yes,Non-Travel,1137,Research & Development,6,1,Marketing,1,1150,1,Male,81,2,5,Laboratory Technician,2,Single,4720,12962,3,Y,Yes,11,3,2,80,2,37,2,1,37,12,6,7
41,Yes,Travel_Rarely,387,Research & Development,24,4,Life Sciences,1,1151,4,Female,67,4,1,Manager,3,Single,2595,4647,7,Y,Yes,13,4,2,80,0,23,0,3,19,17,3,4
40,No,Travel_Rarely,288,Research & Development,10,5,Life Sciences,1,1152,3,Male,65,2,4,Manager,3,Married,10415,19522,6,Y,No,15,3,1,80,0,21,6,2,21,13,10,7
25,No,Travel_Rarely,1013,Research & Development,29,3,Life Sciences,1,1153,1,Female,84,4,2,Research Director,4,Single,8147,12073,8,Y,No,13,4,3,80,2,6,6,2,6,6,2,4
54,No,Non-Travel,1278,Sales,15,1,Technical Degree,1,1154,2,Female,42,1,2,Sales Executive,2,Single,8671,8051,7,Y,No,13,3,1,80,1,13,1,1,13,3,9,9
20,No,Travel_Rarely,793,Research & Development,29,5,Human Resources,1,1155,3,Male,66,1,3,Research Scientist,3,Single,8413,13821,0,Y,No,20,3,3,80,3,29,2,3,3,3,3,3
50,No,Travel_Rarely,987,Research & Development,4,5,Human Resources,1,1156,3,Male,76,2,4,Healthcare Representative,4,Married,14342,6672,1,Y,No,16,3,1,80,3,34,2,2,8,4,8,5
45,No,Travel_Frequently,570,Research & Development,18,2,Life Sciences,1,1157,4,Male,100,2,1,Laboratory Technician,3,Single,10846,7715,1,Y,Yes,13,4,4,80,0,38,4,4,38,13,2,17
25,Yes,Travel_Rarely,1198,Research & Development,18,3,Other,1,1158,4,Female,51,1,3,Laboratory Technician,3,Married,10551,4060,7,Y,No,13,4,1,80,1,39,6,1,24,15,7,2
51,No,Travel_Rarely,376,Research & Development,25,1,Technical Degree,1,1159,1,Female,68,3,3,Sales Executive,4,Single,16913,12642,3,Y,No,25,3,1,80,3,34,5,1,34,14,10,8
52,No,Travel_Rarely,1039,Sales,17,2,Other,1,1160,4,Female,87,4,2,Research Scientist,2,Divorced,9565,23447,8,Y,No,19,3,4,80,1,36,2,4,36,10,15,9
49,No,Non-Travel,1466,Research & Development,12,2,Medical,1,1161,3,Male,59,3,5,Laboratory Technician,4,Single,14364,15958,1,Y,No,12,3,2,80,2,26,0,4,26,1,3,6
41,No,Travel_Rarely,670,Research & Development,7,4,Medical,1,1162,1,Male,47,3,1,Research Scientist,2,Married,13815,20728,3,Y,No,11,3,2,80,0,27,4,1,27,17,2,1
31,No,Travel_Rarely,956,Sales,16,5,Human Resources,1,1163,1,Female,47,3,4,Sales Executive,3,Married,10827,13773,0,Y,No,20,4,4,80,2,23,2,4,23,3,6,7
49,No,Travel_Rarely,1100,Sales,11,1,Life Sciences,1,1164,3,Male,68,1,3,Sales Executive,4,Married,15873,17069,2,Y,No,18,3,4,80,2,32,2,2,32,14,6,6
60,Yes,Travel_Rarely,1305,Research & Development,14,1,Medical,1,1165,1,Female,55,2,1,Sales Executive,1,Single,1990,26811,5,Y,No,23,4,1,80,2,32,4,1,32,11,15,4
33,No,Travel_Rarely,557,Sales,3,1,Other,1,1166,2,Female,100,3,2,Healthcare Representative,3,Married,11237,16261,8,Y,No,24,3,4,80,1,20,1,2,15,2,8,3
21,No,Travel_Rarely,1017,Sales,19,2,Other,1,1167,2,Male,36,1,3,Healthcare Representative,4,Single,4561,4108,0,Y,No,13,3,4,80,3,22,2,1,22,3,9,10
54,No,Travel_Rarely,932,Human Resources,18,4,Other,1,1168,1,Male,98,4,3,Sales Executive,3,Married,18314,6718,4,Y,No,17,3,3,80,2,12,3,2,10,10,6,9
38,No,Travel_Rarely,1187,Research & Development,10,3,Technical Degree,1,1169,4,Male,94,2,2,Sales Executive,4,Single,12947,22086,1,Y,No,12,3,3,80,0,40,5,3,39,5,5,0
31,No,Travel_Rarely,938,Research & Development,6,2,Life Sciences,1,1170,2,Male,75,4,2,Laboratory Technician,2,Married,17327,25197,6,Y,No,21,3,2,80,1,36,1,2,18,1,2,3
48,No,Travel_Rarely,1383,Research & Development,13,3,Life Sciences,1,1171,1,Female,47,3,2,Research Scientist,1,Single,6061,22403,3,Y,No,21,3,4,80,3,37,2,4,33,8,3,5
35,No,Travel_Frequently,292,Sales,10,4,Medical,1,1172,2,Female,42,2,1,Manager,3,Single,6415,7962,4,Y,No,22,3,1,80,2,23,1,3,22,11,7,17
24,No,Travel_Rarely,715,Research & Development,18,5,Medical,1,1173,4,Female,54,3,1,Healthcare Representative,1,Married,18867,16720,7,Y,No,18,3,2,80,0,37,0,1,9,9,5,9
27,No,Travel_Frequently,505,Research & Development,26,1,Life Sciences,1,1174,3,Female,37,2,1,Sales Representative,2,Divorced,13859,2898,1,Y,No,19,3,2,80,2,36,1,2,36,13,8,12
24,Yes,Travel_Frequently,1042,Research & Development,20,3,Life Sciences,1,1175,1,Male,61,3,5,Laboratory Technician,4,Married,13610,19812,2,Y,No,18,3,2,80,3,28,4,1,0,0,0,0
50,No,Travel_Rarely,820,Research & Development,26,2,Marketing,1,1176,1,Male,46,4,3,Research Scientist,1,Married,8107,2761,4,Y,No,18,3,4,80,3,37,2,3,1,1,1,1
40,No,Travel_Rarely,192,Research & Development,16,3,Human Resources,1,1177,1,Female,77,4,1,Manufacturing Director,4,Married,7728,2478,9,Y,No,18,3,4,80,2,40,1,4,21,11,7,3
38,No,Travel_Rarely,529,Research & Development,25,5,Other,1,1178,1,Male,92,3,5,Sales Executive,2,Married,16865,13410,3,Y,Yes,24,3,1,80,2,16,3,4,16,9,10,16
36,No,Travel_Rarely,753,Research & Development,25,1,Technical Degree,1,1179,1,Female,69,2,3,Sales Executive,3,Single,9603,21732,4,Y,No,17,3,1,80,1,25,0,4,23,10,9,17
36,No,Travel_Rarely,533,Research & Development,6,3,Human Resources,1,1180,1,Female,44,4,1,Sales Executive,2,Single,1621,5534,2,Y,No,12,3,2,80,3,25,0,1,20,1,9,17
53,No,Travel_Rarely,1235,Research & Development,13,5,Marketing,1,1181,4,Male,35,2,2,Research Scientist,1,Divorced,8295,21226,8,Y,Yes,18,3,4,80,3,39,6,4,39,15,6,14
46,Yes,Travel_Rarely,474,Research & Development,4,2,Other,1,1182,3,Male,92,2,4,Research Scientist,1,Married,11077,18490,7,Y,Yes,15,4,1,80,2,28,1,4,28,0,9,17
35,Yes,Travel_Frequently,1182,Research & Development,23,4,Marketing,1,1183,4,Male,37,4,1,Sales Executive,1,Married,10814,9820,5,Y,Yes,16,3,3,80,0,13,4,1,13,0,10,13
19,No,Travel_Rarely,1166,Research & Development,14,2,Other,1,1184,4,Female,61,1,4,Manufacturing Director,4,Married,4026,13293,0,Y,No,14,3,3,80,2,7,0,1,7,1,0,7
18,No,Travel_Frequently,306,Research & Development,1,1,Other,1,1185,3,Male,74,1,1,Human Resources,3,Married,10935,7497,3,Y,No,11,3,2,80,2,29,6,3,29,11,14,4
22,Yes,Travel_Rarely,879,Research & Development,28,2,Other,1,1186,4,Female,81,2,2,Sales Executive,1,Married,12749,25932,6,Y,Yes,23,3,3,80,3,21,1,4,21,17,4,10
37,No,Travel_Frequently,1419,Research & Development,20,2,Life Sciences,1,1187,2,Male,42,4,4,Laboratory Technician,1,Married,11581,8245,9,Y,No,15,3,2,80,1,22,1,3,22,11,13,15
28,No,Travel_Rarely,1241,Research & Development,5,2,Life Sciences,1,1188,4,Female,53,1,5,Sales Executive,1,Single,17246,14453,4,Y,No,13,3,4,80,2,39,0,2,39,0,6,1
59,No,Travel_Rarely,631,Research & Development,8,2,Life Sciences,1,1189,1,Male,69,3,2,Research Director,2,Married,11011,17321,3,Y,No,19,3,2,80,0,38,1,2,12,10,9,12
19,No,Travel_Rarely,1345,Research & Development,12,1,Life Sciences,1,1190,2,Male,43,2,4,Research Scientist,1,Married,16827,24708,8,Y,No,14,3,2,80,0,30,1,2,27,1,8,0
20,No,Travel_Rarely,265,Research & Development,2,5,Life Sciences,1,1191,2,Female,99,1,4,Sales Representative,2,Divorced,4210,12151,7,Y,No,20,3,4,80,2,29,5,2,29,11,15,17
40,No,Travel_Rarely,742,Research & Development,12,3,Life Sciences,1,1192,3,Female,91,4,2,Research Scientist,1,Married,1761,2194,2,Y,No,12,3,1,80,0,38,3,1,4,1,4,4
29,No,Non-Travel,1279,Research & Development,5,4,Life Sciences,1,1193,4,Male,90,4,2,Manager,2,Married,8565,7072,5,Y,No,14,3,1,80,0,32,1,3,9,9,9,9
37,No,Travel_Rarely,1307,Research & Development,22,3,Medical,1,1194,4,Female,30,2,2,Sales Executive,4,Single,2350,11598,3,Y,No,13,3,1,80,2,38,5,3,38,5,3,4
22,No,Travel_Rarely,189,Research & Development,5,3,Technical Degree,1,1195,2,Female,95,4,3,Research Scientist,4,Single,14990,13082,6,Y,Yes,13,4,1,80,0,32,5,1,8,8,7,8
54,No,Travel_Frequently,1217,Research & Development,13,4,Life Sciences,1,1196,4,Male,61,3,5,Sales Executive,2,Divorced,9705,16625,0,Y,No,15,3,2,80,0,34,1,2,13,13,0,5
55,No,Travel_Frequently,112,Sales,9,1,Technical Degree,1,1197,4,Male,42,3,1,Research Scientist,3,Married,15534,8628,0,Y,No,11,3,1,80,2,37,4,3,37,5,3,12
47,No,Travel_Rarely,1072,Research & Development,10,4,Technical Degree,1,1198,3,Female,62,1,4,Manager,3,Single,6574,23182,5,Y,No,15,4,3,80,3,34,0,4,9,6,3,9
26,No,Travel_Rarely,904,Human Resources,1,1,Medical,1,1199,2,Male,61,4,1,Manufacturing Director,2,Married,15956,18927,9,Y,No,18,3,3,80,1,32,5,1,32,18,1,3
51,Yes,Travel_Rarely,1044,Research & Development,3,3,Other,1,1200,1,Male,85,3,2,Research Scientist,4,Single,8939,13725,6,Y,Yes,25,3,1,80,1,35,5,1,10,10,10,8
52,No,Travel_Rarely,841,Research & Development,18,1,Life Sciences,1,1201,2,Female,53,2,5,Human Resources,2,Married,7526,13787,8,Y,No,25,4,3,80,3,39,6,4,39,5,10,2
39,No,Travel_Frequently,975,Research & Development,12,5,Life Sciences,1,1202,3,Male,33,4,5,Laboratory Technician,3,Single,15296,5261,6,Y,No,20,4,3,80,2,5,4,2,5,5,2,5
41,No,Non-Travel,1273,Research & Development,29,4,Medical,1,1203,3,Male,52,1,3,Research Director,2,Married,12838,7474,8,Y,Yes,22,3,4,80,3,16,2,2,16,8,2,12
34,No,Travel_Frequently,759,Research & Development,3,5,Life Sciences,1,1204,3,Female,58,2,2,Sales Executive,4,Married,3431,15917,9,Y,No,19,3,4,80,1,39,4,3,35,1,8,10
27,No,Travel_Frequently,1131,Research & Development,26,3,Marketing,1,1205,4,Male,50,2,4,Sales Representative,3,Single,14969,26790,8,Y,No,22,3,1,80,1,23,6,4,5,4,5,5
47,No,Travel_Rarely,1152,Research & Development,25,4,Life Sciences,1,1206,2,Female,59,2,3,Sales Executive,3,Divorced,9874,13723,7,Y,No,11,3,2,80,1,39,2,3,9,4,1,9
40,Yes,Travel_Frequently,395,Sales,29,3,Life Sciences,1,1207,4,Female,49,3,2,Laboratory Technician,1,Divorced,6994,5950,6,Y,Yes,24,3,2,80,1,27,2,2,4,4,4,2
49,No,Travel_Frequently,1085,Research & Development,9,5,Life Sciences,1,1208,4,Male,45,2,3,Laboratory Technician,1,Single,7956,3169,2,Y,No,12,3,4,80,2,24,4,3,18,9,7,13
34,No,Travel_Rarely,1025,Research & Development,26,3,Life Sciences,1,1209,2,Male,96,3,1,Laboratory Technician,3,Divorced,14799,17849,2,Y,No,12,4,4,80,1,6,3,4,6,3,5,6
34,No,Travel_Frequently,739,Research & Development,2,4,Marketing,1,1210,3,Male,78,2,2,Laboratory Technician,3,Married,15748,22891,4,Y,Yes,16,3,2,80,1,37,4,4,23,11,5,3
31,No,Travel_Rarely,439,Research & Development,3,4,Marketing,1,1211,1,Male,87,3,4,Research Scientist,2,Married,11980,13008,6,Y,No,11,3,1,80,2,18,5,4,18,14,11,0
26,No,Travel_Rarely,727,Research & Development,14,3,Life Sciences,1,1212,1,Female,73,4,4,Human Resources,4,Divorced,4677,2795,9,Y,No,21,3,2,80,3,21,0,2,10,9,10,1
57,No,Travel_Frequently,538,Sales,4,4,Life Sciences,1,1213,2,Female,54,3,2,Human Resources,3,Married,11753,5442,6,Y,No,11,3,2,80,2,21,4,1,2,2,1,2
19,No,Travel_Rarely,1267,Research & Development,25,4,Life Sciences,1,1214,2,Male,52,3,3,Research Director,4,Married,5518,10279,0,Y,No,12,3,3,80,1,29,3,1,29,4,12,12
42,No,Travel_Rarely,1041,Sales,19,3,Life Sciences,1,1215,3,Male,88,4,5,Human Resources,3,Divorced,3509,8930,7,Y,No,25,3,2,80,0,37,4,1,37,12,15,13
56,No,Travel_Rarely,929,Research & Development,13,5,Other,1,1216,2,Male,30,2,2,Manager,4,Married,10913,15398,0,Y,Yes,22,3,4,80,2,31,3,3,5,3,2,0
26,No,Travel_Rarely,618,Research & Development,7,4,Life Sciences,1,1217,2,Male,44,4,4,Human Resources,1,Married,17692,26690,3,Y,No,23,4,1,80,2,38,0,4,34,8,5,7
39,No,Non-Travel,1075,Research & Development,12,4,Technical Degree,1,1218,3,Male,81,2,1,Sales Representative,3,Single,13425,12732,1,Y,No,14,3,2,80,3,31,1,2,21,17,13,17
60,No,Travel_Rarely,1168,Research & Development,3,4,Other,1,1219,3,Male,87,3,4,Research Scientist,2,Divorced,15842,24312,4,Y,Yes,12,3,3,80,1,10,3,1,10,2,10,10
21,No,Travel_Rarely,1054,Sales,23,4,Life Sciences,1,1220,4,Female,70,2,5,Healthcare Representative,4,Married,19299,4343,5,Y,No,14,3,4,80,0,9,3,1,7,7,7,1
43,No,Travel_Frequently,1362,Sales,23,3,Medical,1,1221,2,Male,73,3,4,Sales Representative,3,Married,3494,12799,3,Y,No,13,3,4,80,2,26,5,3,26,3,2,11
46,No,Travel_Rarely,1051,Research & Development,9,5,Other,1,1222,1,Male,33,2,5,Healthcare Representative,1,Married,15012,21700,3,Y,No,13,3,3,80,2,28,3,3,28,8,10,0
51,No,Travel_Rarely,1043,Sales,2,5,Other,1,1223,2,Female,97,3,2,Laboratory Technician,1,Single,8468,23469,6,Y,No,25,3,4,80,2,7,0,1,7,7,7,7
40,No,Travel_Rarely,254,Research & Development,29,1,Medical,1,1224,1,Male,36,3,4,Sales Executive,1,Single,7129,11468,3,Y,No,19,3,3,80,0,37,2,4,22,9,6,10
54,No,Travel_Frequently,1304,Sales,22,4,Human Resources,1,1225,1,Male,75,1,3,Manager,1,Married,9494,10212,1,Y,Yes,18,3,4,80,2,28,3,4,28,9,13,17
28,No,Travel_Rarely,1338,Research & Development,9,4,Other,1,1226,1,Male,38,2,3,Research Director,3,Married,15260,4645,3,Y,No,22,4,4,80,2,15,6,3,15,8,15,15
23,No,Travel_Rarely,187,Research & Development,12,1,Life Sciences,1,1227,4,Male,62,2,4,Research Scientist,2,Divorced,19266,26735,6,Y,No,22,3,4,80,0,34,0,3,34,9,4,2
35,No,Travel_Rarely,1379,Sales,12,5,Other,1,1228,3,Male,62,1,4,Sales Executive,4,Married,7181,26580,0,Y,No,20,3,4,80,2,29,5,4,7,7,3,7
38,No,Travel_Rarely,1196,Research & Development,15,2,Medical,1,1229,3,Female,33,3,1,Research Scientist,2,Divorced,19481,14644,3,Y,No,19,3,3,80,0,21,6,3,7,0,7,7
59,No,Travel_Rarely,1030,Research & Development,2,2,Medical,1,1230,4,Male,94,3,4,Laboratory Technician,4,Single,7496,4308,5,Y,No,11,3,2,80,3,38,5,3,32,15,10,2
53,No,Travel_Rarely,278,Sales,18,5,Other,1,1231,3,Female,63,1,1,Research Scientist,2,Divorced,10973,10628,7,Y,No,22,3,4,80,0,8,1,4,4,4,4,4
58,No,Travel_Rarely,311,Research & Development,13,4,Other,1,1232,4,Male,93,1,1,Manufacturing Director,3,Single,12064,19195,7,Y,Yes,15,3,3,80,3,37,3,4,36,12,1,8
55,No,Travel_Frequently,1357,Research & Development,14,2,Life Sciences,1,1233,2,Male,54,4,1,Research Director,3,Married,7889,4554,8,Y,Yes,22,3,3,80,0,32,2,2,16,5,2,9
51,No,Travel_Rarely,564,Research & Development,5,3,Life Sciences,1,1234,4,Male,84,3,1,Manufacturing Director,4,Married,1537,14022,4,Y,Yes,22,3,3,80,1,25,0,3,21,13,9,0
34,No,Travel_Frequently,1346,Sales,26,3,Marketing,1,1235,3,Male,38,4,2,Research Scientist,3,Married,11334,5349,1,Y,No,14,3,2,80,2,15,1,3,13,7,11,1
54,No,Non-Travel,730,Research & Development,10,1,Technical Degree,1,1236,3,Male,46,2,3,Research Director,4,Single,19317,24268,2,Y,No,21,3,1,80,3,37,2,2,37,17,3,13
42,Yes,Travel_Frequently,924,Sales,12,5,Marketing,1,1237,2,Male,50,4,1,Laboratory Technician,2,Single,18255,7428,1,Y,No,24,4,3,80,2,31,1,3,31,0,11,4
55,No,Travel_Rarely,1387,Sales,10,5,Other,1,1238,4,Male,89,1,3,Sales Executive,3,Married,11563,14375,8,Y,Yes,19,4,3,80,2,14,2,3,13,11,9,9
29,No,Travel_Rarely,1330,Research & Development,24,2,Other,1,1239,2,Male,42,1,1,Laboratory Technician,3,Married,16422,8924,5,Y,No,24,3,3,80,0,19,4,1,19,10,13,7
40,No,Travel_Rarely,706,Research & Development,11,4,Medical,1,1240,1,Male,32,1,3,Manufacturing Director,4,Divorced,15136,9848,0,Y,No,13,3,2,80,1,21,4,1,21,12,5,12
59,No,Travel_Rarely,984,Sales,25,5,Life Sciences,1,1241,4,Male,97,1,4,Manager,4,Married,19035,9034,2,Y,No,15,3,4,80,0,29,4,1,29,3,14,8
39,No,Travel_Rarely,465,Research & Development,2,2,Medical,1,1242,2,Male,33,4,4,Research Director,4,Divorced,16702,12816,6,Y,No,18,3,2,80,2,34,1,2,32,5,4,17
38,No,Non-Travel,375,Sales,5,2,Technical Degree,1,1243,2,Female,36,4,3,Research Scientist,4,Single,10221,5726,6,Y,Yes,20,4,3,80,0,12,4,3,4,4,4,3
44,Yes,Travel_Frequently,479,Research & Development,7,5,Marketing,1,1244,3,Female,55,4,1,Sales Executive,1,Single,6205,18123,4,Y,No,25,3,1,80,3,17,0,2,17,12,4,7
48,No,Travel_Rarely,1432,Sales,6,2,Medical,1,1245,4,Male,53,1,2,Sales Executive,4,Single,14859,2108,2,Y,Yes,15,3,3,80,1,33,0,2,6,5,6,4
23,No,Travel_Rarely,1391,Sales,22,1,Medical,1,1246,1,Male,39,1,3,Healthcare Representative,1,Divorced,8008,13675,6,Y,No,19,3,4,80,2,28,4,3,28,3,7,5
44,No,Travel_Frequently,1044,Research & Development,23,1,Life Sciences,1,1247,1,Male,42,3,5,Manager,2,Married,8331,16251,4,Y,No,12,3,1,80,0,22,2,4,8,2,5,4
57,No,Travel_Rarely,1187,Research & Development,3,5,Life Sciences,1,1248,4,Female,73,3,2,Research Scientist,4,Single,4152,13600,5,Y,No,16,3,1,80,3,40,2,4,40,14,14,0
51,No,Travel_Rarely,909,Research & Development,13,4,Medical,1,1249,4,Male,68,1,5,Research Scientist,1,Single,14821,10302,2,Y,No,15,3,2,80,1,16,1,3,6,6,6,3
29,Yes,Travel_Frequently,1473,Sales,3,1,Life Sciences,1,1250,2,Female,48,3,3,Research Director,1,Single,18863,12065,5,Y,No,19,3,2,80,0,12,2,4,6,1,2,0
24,No,Travel_Rarely,1024,Research & Development,26,1,Life Sciences,1,1251,3,Male,80,2,1,Sales Representative,1,Married,6687,20427,6,Y,No,17,3,4,80,0,26,6,1,5,5,3,3
27,No,Travel_Rarely,593,Research & Development,25,5,Life Sciences,1,1252,3,Male,48,2,5,Research Scientist,3,Married,2391,10366,7,Y,No,18,3,2,80,2,39,6,3,39,1,13,13
34,No,Travel_Rarely,1221,Sales,24,3,Marketing,1,1253,3,Male,81,1,3,Healthcare Representative,1,Married,10537,25277,1,Y,No,17,3,4,80,3,36,6,2,26,0,15,13
43,No,Travel_Frequently,1194,Research & Development,21,2,Life Sciences,1,1254,4,Male,76,4,2,Manufacturing Director,4,Married,8123,25057,1,Y,No,23,3,1,80,1,29,3,1,3,3,0,3
38,Yes,Travel_Rarely,463,Sales,6,1,Human Resources,1,1255,3,Female,59,2,1,Sales Executive,4,Divorced,10443,5173,5,Y,Yes,20,3,1,80,0,3,2,2,0,0,0,0
45,No,Travel_Rarely,669,Research & Development,11,3,Marketing,1,1256,2,Male,75,2,5,Research Scientist,4,Married,2714,10221,7,Y,No,20,3,1,80,1,29,0,4,5,0,5,5
19,Yes,Travel_Rarely,862,Research & Development,28,4,Technical Degree,1,1257,4,Male,50,4,3,Sales Executive,1,Married,7006,11304,4,Y,No,15,4,4,80,3,30,5,3,30,6,13,3
60,Yes,Travel_Rarely,375,Sales,26,3,Technical Degree,1,1258,4,Male,77,3,1,Research Scientist,1,Divorced,8971,17108,0,Y,Yes,21,3,2,80,2,13,2,1,0,0,0,0
18,No,Travel_Rarely,149,Research & Development,17,5,Life Sciences,1,1259,3,Female,91,4,1,Manufacturing Director,3,Married,12400,17740,0,Y,No,23,3,2,80,2,10,6,3,4,4,4,4
53,No,Travel_Frequently,1481,Research & Development,10,4,Medical,1,1260,1,Male,87,3,4,Research Scientist,2,Married,15544,20302,9,Y,No,24,3,2,80,2,39,1,1,18,15,14,14
43,No,Travel_Rarely,827,Sales,12,4,Other,1,1261,1,Male,47,3,1,Research Scientist,3,Divorced,19987,24807,8,Y,No,15,3,3,80,1,22,2,1,4,4,4,4
46,No,Travel_Frequently,1005,Research & Development,17,3,Human Resources,1,1262,2,Male,88,4,3,Laboratory Technician,4,Single,13138,5958,3,Y,No,23,4,1,80,1,40,6,1,4,4,4,4
38,No,Travel_Rarely,1027,Research & Development,4,5,Other,1,1263,3,Male,77,3,2,Sales Executive,4,Married,18708,12755,9,Y,No,21,3,1,80,0,31,1,3,30,13,15,0
28,No,Travel_Rarely,663,Sales,2,1,Technical Degree,1,1264,3,Female,92,2,4,Healthcare Representative,4,Single,9768,20991,0,Y,Yes,14,3,3,80,3,6,3,1,6,6,6,1
57,No,Travel_Rarely,882,Research & Development,11,3,Life Sciences,1,1265,4,Male,41,1,3,Research Scientist,3,Single,3713,12416,7,Y,Yes,12,4,1,80,3,14,4,1,14,14,2,9
28,No,Travel_Rarely,584,Research & Development,7,1,Life Sciences,1,1266,4,Male,63,3,3,Laboratory Technician,4,Single,6734,8804,1,Y,No,24,3,1,80,3,12,3,3,12,12,9,12
53,No,Travel_Rarely,1207,Research & Development,2,3,Marketing,1,1267,3,Male,90,2,3,Human Resources,4,Single,1133,10610,1,Y,No,19,3,3,80,1,11,0,2,11,11,11,10
56,No,Travel_Rarely,683,Research & Development,26,1,Life Sciences,1,1268,4,Female,82,4,5,Research Scientist,4,Married,10738,21968,0,Y,No,20,3,1,80,2,18,5,4,18,3,14,13
57,No,Travel_Rarely,1419,Research & Development,18,3,Life Sciences,1,1269,3,Male,54,3,5,Manufacturing Director,1,Divorced,13776,16480,0,Y,No,20,3,2,80,3,12,3,3,12,12,3,12
52,No,Travel_Rarely,335,Human Resources,21,4,Human Resources,1,1270,2,Male,91,2,2,Research Scientist,2,Married,5816,15432,8,Y,Yes,22,3,3,80,0,26,3,3,26,0,12,5
51,No,Travel_Rarely,155,Research & Development,4,2,Life Sciences,1,1271,4,Female,33,3,3,Sales Representative,1,Married,19363,24603,0,Y,No,20,3,1,80,1,37,0,1,37,16,3,1
41,Yes,Travel_Frequently,459,Research & Development,8,4,Life Sciences,1,1272,3,Male,42,4,5,Manager,1,Married,17018,17410,5,Y,Yes,20,3,2,80,2,32,0,3,32,10,5,4
39,Yes,Non-Travel,209,Research & Development,20,1,Other,1,1273,4,Female,71,1,5,Research Scientist,2,Divorced,18207,26557,6,Y,Yes,13,4,4,80,3,9,4,3,5,5,5,5
22,No,Travel_Rarely,291,Research & Development,14,5,Other,1,1274,2,Male,78,3,5,Manufacturing Director,2,Divorced,4110,12297,3,Y,No,21,3,1,80,2,32,4,4,12,12,8,12
50,No,Travel_Rarely,1003,Sales,12,4,Life Sciences,1,1275,4,Male,85,1,2,Sales Executive,3,Divorced,2663,6982,4,Y,Yes,21,3,3,80,0,37,2,3,12,1,9,4
53,No,Travel_Rarely,1216,Research & Development,22,2,Other,1,1276,3,Female,76,3,2,Research Director,2,Divorced,17524,13419,3,Y,No,13,3,2,80,3,40,1,1,12,8,2,11
37,No,Travel_Rarely,961,Research & Development,21,1,Other,1,1277,4,Female,37,3,3,Research Scientist,3,Single,1403,21182,3,Y,Yes,13,3,4,80,3,21,0,4,19,8,3,17
36,No,Travel_Rarely,667,Sales,27,4,Medical,1,1278,4,Male,84,4,4,Manager,3,Married,8328,11480,9,Y,Yes,18,3,4,80,2,35,3,3,35,11,5,11
52,No,Travel_Frequently,1183,Sales,18,3,Life Sciences,1,1279,3,Female,47,3,3,Research Scientist,1,Married,4582,17739,0,Y,No,16,3,1,80,1,36,3,1,36,12,5,2
60,No,Travel_Rarely,749,Research & Development,11,5,Life Sciences,1,1280,1,Male,64,2,5,Manufacturing Director,4,Married,10182,8354,5,Y,No,11,3,4,80,2,10,4,4,8,8,6,3
34,No,Travel_Rarely,138,Research & Development,29,1,Medical,1,1281,4,Female,61,2,5,Human Resources,1,Married,8115,13361,9,Y,Yes,22,3,3,80,0,16,1,3,16,12,14,14
60,No,Travel_Frequently,1172,Research & Development,28,4,Life Sciences,1,1282,4,Male,53,1,1,Sales Representative,1,Single,12156,17513,9,Y,No,23,3,4,80,2,34,6,1,34,13,0,14
51,No,Travel_Rarely,736,Research & Development,8,1,Other,1,1283,2,Male,36,1,3,Sales Executive,2,Single,6069,23075,6,Y,No,25,3,1,80,2,38,0,4,17,6,13,10
26,No,Travel_Frequently,1136,Research & Development,2,3,Human Resources,1,1284,1,Female,42,2,5,Laboratory Technician,2,Divorced,17335,15180,6,Y,No,24,3,4,80,3,25,4,1,24,1,13,1
43,No,Travel_Rarely,135,Research & Development,25,2,Human Resources,1,1285,2,Female,98,1,5,Research Scientist,3,Married,13851,4998,7,Y,Yes,13,3,1,80,1,19,6,4,14,11,8,14
19,No,Travel_Rarely,200,Sales,15,4,Other,1,1286,3,Male,71,1,4,Laboratory Technician,3,Single,11942,13586,6,Y,No,14,3,4,80,1,22,1,3,22,16,15,2
26,No,Travel_Rarely,1209,Sales,9,1,Other,1,1287,3,Male,60,2,1,Research Scientist,3,Single,7641,3217,5,Y,No,23,3,2,80,1,4,0,2,0,0,0,0
26,No,Travel_Rarely,1346,Research & Development,19,1,Life Sciences,1,1288,2,Male,55,2,3,Research Scientist,2,Married,7764,15524,7,Y,Yes,12,3,1,80,1,40,3,4,40,9,13,13
